,Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,card_image,full_image
1574,1595,Destiny: The Taken King,PS4,2015.0,Shooter,Activision  ,Bungie  ,,,0.97,0.8,0.05,0.36,2.18,https://www.vgchartz.com/games/boxart/full_7434846AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/499979585936ccc.png
1576,1597,Dragon Ball FighterZ,PS4,2018.0,Fighting,Namco Bandai Games  ,Arc System Works  ,,,0.61,0.51,0.12,0.23,1.46,https://www.vgchartz.com/games/boxart/full_270711AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7476618181693ccc.jpg
1577,1598,Mario Party 5,GC,2003.0,Misc,Nintendo  ,Hudson Soft  ,5.9,,0.97,0.33,0.73,0.06,2.08,https://www.vgchartz.com/games/boxart/full_4454739AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mario-party-5_banner47.jpg
1578,1599,Star Wars: Rogue Squadron,N64,1998.0,Simulation,LucasArts  ,Factor 5  ,9.0,,1.6,0.46,0.08,0.03,2.17,https://www.vgchartz.com/games/boxart/full_1987179AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/star-wars-rogue-squadron_banner52.jpg
1579,1600,Tennis,NES,1985.0,Sports,Nintendo  ,Nintendo  ,,,0.48,0.11,1.56,0.02,2.17,https://www.vgchartz.com/games/boxart/full_771818AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tennis_banner14.jpg
1580,1601,Ratchet: Deadlocked,PS2,2005.0,Shooter,Sony Computer Entertainment  ,Insomniac Games  ,,,0.85,0.03,0.22,0.14,1.24,https://www.vgchartz.com/games/boxart/full_3945849AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ratchet-deadlocked_banner29.jpg
1582,1603,Need for Speed Rivals,PS4,2013.0,Racing,Electronic Arts  ,Ghost Games  ,,,0.75,1.04,0.03,0.35,2.17,https://www.vgchartz.com/games/boxart/full_6386296AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/427355872242ccc.jpg
1583,1604,PlayStation VR Worlds,PS4,2016.0,Misc,Sony Interactive Entertainment  ,SIE London Studio  ,,,0.36,1.4,0.09,0.32,2.16,https://www.vgchartz.com/games/boxart/full_1726720AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4118738124387ccc.jpg
1584,1605,Devil May Cry,PS2,2001.0,Action,Capcom  ,Capcom  ,9.1,9.3,1.36,0.86,0.64,0.13,2.99,https://www.vgchartz.com/games/boxart/full_8688619AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/devil-may-cry_banner72.jpg
1587,1608,Syphon Filter 2,PS,2000.0,Shooter,989 Studios  ,Eidetic  ,,,1.5,0.55,0.02,0.08,2.15,https://www.vgchartz.com/games/boxart/54796ccc.jpg,https://www.vgchartz.com/games/banners/syphon-filter-2_banner94.jpg
1588,1609,Battlefield: Hardline,PS4,2015.0,Shooter,Electronic Arts  ,EA DICE  ,,,0.72,0.97,0.14,0.33,2.15,https://www.vgchartz.com/games/boxart/full_2652928AmericaFrontccc.png,https://www.vgchartz.com/games/banners/318585682889ccc.jpg
1591,1612,Mario & Luigi: Superstar Saga,GBA,2003.0,Role-Playing,Nintendo  ,AlphaDream Corporation  ,8.8,,1.48,0.17,0.47,0.06,2.17,https://www.vgchartz.com/games/boxart/full_2266145AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mario-ampamp-luigi-superstar-saga_banner9.jpg
1592,1613,Volleyball,NES,1987.0,Sports,Nintendo  ,Nintendo R&D1  ,,,0.14,0.03,1.98,0.0,2.15,https://www.vgchartz.com/games/boxart/628856ccc.jpg,https://www.vgchartz.com/games/banners/14130216518ccc.png
1595,1616,Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega  ,Sega  ,7.2,,2.57,3.87,0.66,0.9,8.0,https://www.vgchartz.com/games/boxart/full_5623030AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mario-ampamp-sonic-at-the-olympic-games_banner12.jpg
1603,1624,NBA 2K12,PS3,2011.0,Sports,2K Sports  ,Visual Concepts  ,9.0,,1.62,0.27,0.05,0.18,2.13,https://www.vgchartz.com/games/boxart/full_nba-2k12_24AmericaFront.jpg,https://www.vgchartz.com/games/banners/nba-2k12_banner62.jpg
1606,1627,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment  ,Insomniac Games  ,8.5,9.1,1.74,1.72,0.14,0.76,4.37,https://www.vgchartz.com/games/boxart/full_7463593AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resistance-fall-of-man_banner57.jpg
1607,1628,Project Gotham Racing,XB,2001.0,Racing,Microsoft  ,Bizarre Creations  ,8.4,,1.37,0.61,0.05,0.09,2.12,https://www.vgchartz.com/games/boxart/9360554ccc.jpg,https://www.vgchartz.com/games/banners/21557751803ccc.png
1608,1629,Golf,GB,1990.0,Sports,Nintendo  ,Nintendo  ,,,0.83,0.33,0.92,0.04,2.12,https://www.vgchartz.com/games/boxart/full_golf_8AmericaFront.jpg,https://www.vgchartz.com/games/banners/golf_banner46.jpg
1609,1630,NBA 2K11,X360,2010.0,Sports,2K Sports  ,Visual Concepts  ,8.8,,1.86,0.12,0.01,0.13,2.11,https://www.vgchartz.com/games/boxart/full_nba-2k11_5AmericaFront.jpg,https://www.vgchartz.com/games/banners/nba-2k11_banner18.jpg
1612,1633,PES 2009: Pro Evolution Soccer,PS3,2008.0,Sports,Konami  ,Konami  ,7.7,,0.11,1.34,0.4,0.26,2.11,https://www.vgchartz.com/games/boxart/full_605562AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pes-2009-pro-evolution-soccer_banner11.jpg
1613,1634,Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,Electronic Arts  ,EA Seattle  ,8.7,,1.68,0.31,0.02,0.09,2.11,https://www.vgchartz.com/games/boxart/277263ccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-hot-pursuit-2_banner65.jpg
1616,1637,Killzone: Shadow Fall,PS4,2013.0,Shooter,Sony Computer Entertainment  ,Guerrilla Games  ,9.0,,0.89,1.58,0.08,0.47,3.02,https://www.vgchartz.com/games/boxart/full_664576AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/295159771543ccc.png
1617,1638,Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,Nintendo  ,HAL Laboratory  ,8.1,,1.22,0.1,0.91,0.04,2.27,https://www.vgchartz.com/games/boxart/9013066ccc.jpg,https://www.vgchartz.com/games/banners/kirby-nightmare-in-dream-land_banner74.jpg
1619,1640,Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,Capcom  ,Capcom  ,8.5,,0.62,0.44,1.06,0.13,2.25,https://www.vgchartz.com/games/boxart/99372ccc.jpg,https://www.vgchartz.com/games/banners/onimusha-2-samurais-destiny_banner5.jpg
1622,1643,Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,Electronic Arts  ,EA Black Box  ,7.4,,1.77,0.13,0.02,0.17,2.09,https://www.vgchartz.com/games/boxart/2450595ccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-most-wanted-5-1-0_banner78.png
1624,1645,Finding Nemo,PS2,2003.0,Action,THQ  ,Traveller's Tales  ,,,1.26,0.6,0.05,0.18,2.09,https://www.vgchartz.com/games/boxart/4661250ccc.jpg,https://www.vgchartz.com/games/banners/finding-nemo_banner81.jpg
1626,1647,Grand Theft Auto: Episodes from Liberty City,PS3,2010.0,Adventure,Rockstar Games  ,Rockstar North  ,9.0,,0.62,0.99,0.13,0.34,2.09,https://www.vgchartz.com/games/boxart/full_9948178AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/grand-theft-auto-episodes-from-liberty-city_banner10.png
1631,1652,Portal 2,X360,2011.0,Shooter,Valve  ,Valve Software  ,9.6,,1.41,0.49,0.01,0.17,2.08,https://www.vgchartz.com/games/boxart/full_portal-2_551AmericaFront.jpg,https://www.vgchartz.com/games/banners/portal-2_banner30.jpg
1632,1653,Mario Party 7,GC,2005.0,Misc,Nintendo  ,Hudson Soft  ,6.0,,0.95,0.11,0.46,0.04,1.57,https://www.vgchartz.com/games/boxart/full_5179365AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mario-party-7_banner84.jpg
1634,1655,Metal Gear Solid: Peace Walker,PSP,2010.0,Action,Konami  ,Kojima Productions  ,8.6,,0.46,0.42,0.96,0.25,2.08,https://www.vgchartz.com/games/boxart/full_9978864AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/metal-gear-solid-peace-walker_banner0.jpg
1638,1659,Rise of the Tomb Raider,PS4,2016.0,Adventure,Square Enix  ,Crystal Dynamics  ,,,0.61,1.08,0.05,0.32,2.07,https://www.vgchartz.com/games/boxart/full_927091AmericaFrontccc.png,https://www.vgchartz.com/games/banners/741450682907ccc.png
1639,1660,UFC 2009 Undisputed,X360,2009.0,Fighting,THQ  ,Yuke's Osaka  ,8.4,,1.48,0.39,0.0,0.19,2.07,https://www.vgchartz.com/games/boxart/full_7176439AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ufc-2009-undisputed_banner38.jpg
1641,1662,LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment  ,Sumo Digital  ,,,0.78,0.93,0.01,0.34,2.06,https://www.vgchartz.com/games/boxart/full_1011555AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/615196682936ccc.jpg
1642,1663,Professor Layton and the Last Specter,DS,2011.0,Adventure,Nintendo  ,Level 5  ,8.4,,0.28,1.41,0.68,0.32,2.68,https://www.vgchartz.com/games/boxart/full_professor-layton-and-the-last-specter_25AmericaFront.jpg,https://www.vgchartz.com/games/banners/professor-layton-and-the-specters-flute_banner6.png
1643,1664,The Incredibles,GBA,2004.0,Action,THQ  ,Helixe  ,5.4,,1.15,0.77,0.04,0.1,2.06,https://www.vgchartz.com/games/boxart/8299340ccc.jpg,https://www.vgchartz.com/games/banners/the-incredibles_banner50.jpg
1644,1665,Call of Duty 2,X360,2005.0,Shooter,Activision  ,Infinity Ward  ,8.8,9.1,1.84,0.04,0.01,0.16,2.06,https://www.vgchartz.com/games/boxart/full_5196183AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/call-of-duty-2_banner14.jpg
1645,1666,Hitman: Absolution,PS3,2012.0,Action,Square Enix  ,IO Interactive  ,,,0.59,1.08,0.07,0.32,2.06,https://www.vgchartz.com/games/boxart/full_9681133AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/hitman-absolution_banner49.jpg
1646,1667,Toy Story 3: The Video Game,DS,2010.0,Action,Disney Interactive Studios  ,Avalanche Software  ,,,0.89,0.95,0.02,0.21,2.06,https://www.vgchartz.com/games/boxart/full_7914896AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/toy-story-3-the-video-game_banner9.jpg
1647,1668,R4: Ridge Racer Type 4,PS,1999.0,Racing,Namco  ,Namco  ,9.1,,0.68,0.46,0.79,0.13,2.06,https://www.vgchartz.com/games/boxart/full_5621072AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/r4-ridge-racer-type-4_banner96.jpg
1648,1669,Tom Clancy's Splinter Cell: Conviction,X360,2010.0,Action,Ubisoft  ,Ubisoft Montreal  ,8.6,,1.2,0.62,0.04,0.19,2.06,https://www.vgchartz.com/games/boxart/full_7305262AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tom-clancys-splinter-cell-conviction_banner64.png
1649,1670,Need for Speed: Undercover,PS3,2008.0,Racing,Electronic Arts  ,EA Vancouver  ,5.9,,0.63,1.01,0.05,0.38,2.06,https://www.vgchartz.com/games/boxart/full_8917255AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-undercover_banner34.png
1650,1671,Need for Speed: ProStreet,X360,2007.0,Racing,Electronic Arts  ,EA Black Box  ,7.1,,1.04,0.79,0.01,0.21,2.05,https://www.vgchartz.com/games/boxart/full_2163996AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-prostreet_banner5.png
1654,1675,Xenoblade Chronicles 2,NS,2017.0,Role-Playing,Nintendo  ,Monolith Soft  ,8.2,,0.55,0.52,0.24,0.1,1.4,https://www.vgchartz.com/games/boxart/full_6928169AmericaFrontccc.png,https://www.vgchartz.com/games/banners/4979742152832ccc.png
1656,1677,Dark Souls,PS3,2011.0,Role-Playing,Namco Bandai  ,From Software  ,9.0,,0.75,0.53,0.54,0.22,2.05,https://www.vgchartz.com/games/boxart/full_dark-souls_567AmericaFront.jpg,https://www.vgchartz.com/games/banners/dark-souls_banner26.jpg
1657,1678,Middle-Earth: Shadow of War,PS4,2017.0,Action,Warner Bros. Interactive Entertainment  ,Monolith Productions  ,,,0.82,0.84,0.06,0.33,2.04,https://www.vgchartz.com/games/boxart/full_4998678AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/120954158748ccc.jpg
1659,1680,Need for Speed: ProStreet,PS3,2007.0,Racing,Electronic Arts  ,EA Black Box  ,7.2,,0.73,0.91,0.04,0.36,2.04,https://www.vgchartz.com/games/boxart/3962299ccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-prostreet_banner12.png
1663,1684,Dead or Alive 3,XB,2001.0,Fighting,Tecmo  ,Team Ninja  ,8.3,,1.19,0.29,0.24,0.06,1.77,https://www.vgchartz.com/games/boxart/9098869ccc.jpg,https://www.vgchartz.com/games/banners/4265842478ccc.png
1665,1686,PGR4 - Project Gotham Racing 4,X360,2007.0,Racing,Microsoft Game Studios  ,Bizarre Creations  ,8.6,,0.48,1.28,0.02,0.25,2.04,https://www.vgchartz.com/games/boxart/full_2000268AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pgr4-project-gotham-racing-4_banner83.jpg
1666,1687,Dance Central 2,X360,2011.0,Music,Microsoft  ,Harmonix Music Systems  ,8.6,,1.45,0.41,0.01,0.16,2.04,https://www.vgchartz.com/games/boxart/full_dance-central-2_712AmericaFront.jpg,https://www.vgchartz.com/games/banners/dance-central-2_banner27.jpg
1667,1688,Dragon Quest XI: Echoes of an Elusive Age,PS4,2018.0,Role-Playing,Square Enix  ,Square Enix  ,9.5,,0.29,0.22,1.43,0.1,2.04,https://www.vgchartz.com/games/boxart/full_3596609AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6901147193411ccc.png
1670,1691,1080°: TenEighty Snowboarding,N64,1998.0,Sports,Nintendo  ,Nintendo EAD  ,9.1,,1.25,0.61,0.13,0.05,2.03,https://www.vgchartz.com/games/boxart/5154346ccc.jpg,https://www.vgchartz.com/games/banners/6437908ccc.jpg
1671,1692,Mario Hoops 3 on 3,DS,2006.0,Sports,Nintendo  ,Square Enix  ,7.1,,0.98,0.04,0.49,0.09,1.61,https://www.vgchartz.com/games/boxart/full_4122275AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4713231252ccc.png
1672,1693,Yoshi's New Island,3DS,2014.0,Platform,Nintendo  ,Arzest  ,,,0.51,0.74,0.29,0.11,1.66,https://www.vgchartz.com/games/boxart/full_5999233AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/277073473177ccc.png
1676,1697,The Sims 3,PS3,2010.0,Simulation,Electronic Arts  ,The Sims Studio  ,8.1,,0.73,0.96,0.02,0.31,2.03,https://www.vgchartz.com/games/boxart/full_the-sims-3_3AmericaFront.jpg,https://www.vgchartz.com/games/banners/the-sims-3_banner62.jpg
1677,1698,LEGO City Undercover: The Chase Begins,3DS,2013.0,Action,Nintendo  ,TT Fusion  ,6.2,,0.54,0.99,0.08,0.12,1.74,https://www.vgchartz.com/games/boxart/full_4676535AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/61693570768ccc.png
1678,1699,Onimusha: Warlords,PS2,2001.0,Action,Capcom  ,Flagship  ,8.7,7.3,0.99,0.48,1.09,0.14,2.7,https://www.vgchartz.com/games/boxart/1287196ccc.jpg,https://www.vgchartz.com/games/banners/30828103954ccc.jpg
1683,1704,Need for Speed: The Run,PS3,2011.0,Racing,Electronic Arts  ,EA Black Box  ,6.3,,0.58,1.05,0.03,0.35,2.01,https://www.vgchartz.com/games/boxart/full_need-for-speed-the-run_770AmericaFront.jpg,https://www.vgchartz.com/games/banners/need-for-speed-the-run_banner55.png
1684,1705,Donkey Kong Country: Tropical Freeze,WiiU,2014.0,Platform,Nintendo  ,Retro Studios  ,8.8,9.1,0.74,0.68,0.16,0.13,1.71,https://www.vgchartz.com/games/boxart/full_3796205AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/549414373169ccc.png
1692,1713,Beyond: Two Souls,PS3,2013.0,Adventure,Sony Computer Entertainment  ,Quantic Dream  ,,,0.52,0.86,0.06,0.26,1.7,https://www.vgchartz.com/games/boxart/full_4200652AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/25870170779ccc.png
1693,1714,Bloodborne,PS4,2015.0,Role-Playing,Sony Computer Entertainment  ,From Software  ,8.2,,1.3,1.05,0.28,0.48,3.11,https://www.vgchartz.com/games/boxart/full_157272AmericaFrontccc.png,https://www.vgchartz.com/games/banners/687733282937ccc.png
1703,1724,Deca Sports,Wii,2008.0,Sports,Hudson Soft  ,CAProduction  ,5.3,,1.11,0.86,0.29,0.25,2.5,https://www.vgchartz.com/games/boxart/6343373ccc.jpg,https://www.vgchartz.com/games/banners/67510018524ccc.png
1705,1726,Disney Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios  ,Junction Point Studios  ,7.0,,2.04,0.63,0.12,0.23,3.02,https://www.vgchartz.com/games/boxart/full_disney-epic-mickey_944AmericaFront.jpg,https://www.vgchartz.com/games/banners/epic-mickey_banner21.jpg
1708,1729,Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,Fighting,Atari  ,Spike  ,,,0.96,0.12,0.54,0.04,1.66,https://www.vgchartz.com/games/boxart/9342083ccc.jpg,https://www.vgchartz.com/games/banners/3984879576ccc.png
1709,1730,Dragon Quest Monsters: Joker 2,DS,2011.0,Role-Playing,Nintendo  ,TOSE Software  ,8.1,,0.09,0.07,1.24,0.02,1.42,https://www.vgchartz.com/games/boxart/full_dragon-quest-monsters-joker-2_128AmericaFront.jpg,https://www.vgchartz.com/games/banners/dragon-quest-monsters-joker-2_banner35.jpg
1711,1732,Driveclub,PS4,2014.0,Racing,Sony Computer Entertainment  ,Evolution Studios  ,7.2,,0.37,1.63,0.02,0.36,2.37,https://www.vgchartz.com/games/boxart/full_8788232AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/339342671542ccc.jpg
1715,1736,inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment  ,Sucker Punch Productions  ,8.7,9.1,1.76,0.68,0.12,0.42,2.99,https://www.vgchartz.com/games/boxart/full_7935372AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/infamous_banner94.jpg
1716,1737,Mario + Rabbids: Kingdom Battle,NS,2017.0,Strategy,Ubisoft  ,Ubisoft Milan  ,8.3,,1.1,1.08,0.22,0.2,2.59,https://www.vgchartz.com/games/boxart/full_3788749AmericaFrontccc.png,https://www.vgchartz.com/games/banners/5790334181862ccc.png
1728,1749,Saints Row,X360,2006.0,Action,THQ  ,Volition Inc.  ,8.0,,1.17,0.77,0.02,0.22,2.18,https://www.vgchartz.com/games/boxart/full_8556259AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/saints-row_banner8.jpg
1729,1750,Silent Hill,PS,1999.0,Adventure,Konami  ,KCET  ,8.9,,0.71,0.48,0.3,0.1,1.6,https://www.vgchartz.com/games/boxart/1456138ccc.jpg,https://www.vgchartz.com/games/banners/silent-hill_banner23.jpg
1736,1757,Super Street Fighter II,SNES,1994.0,Fighting,Capcom  ,Capcom  ,,,0.52,0.16,1.29,0.03,2.0,https://www.vgchartz.com/games/boxart/full_4289847AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-street-fighter-ii_banner57.jpg
1749,1770,WWE SmackDown! Here Comes the Pain,PS2,2003.0,Fighting,THQ  ,Yuke's  ,,,1.32,1.06,0.04,0.38,2.8,https://www.vgchartz.com/games/boxart/6452812ccc.jpg,https://www.vgchartz.com/games/banners/wwe-smackdown-here-comes-the-pain_banner81.jpg
1750,1771,Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft  ,Ubisoft Montreal  ,7.0,,0.79,0.41,0.0,0.12,1.32,https://www.vgchartz.com/games/boxart/full_your-shape-fitness-evolved_8AmericaFront.jpg,https://www.vgchartz.com/games/banners/your-shape-fitness-evolved_banner21.png
1753,1774,Tenchu: Stealth Assassins,PS,1998.0,Action,Activision  ,Acquire  ,8.8,,0.95,0.64,0.27,0.13,1.99,https://www.vgchartz.com/games/boxart/full_9753159AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tenchu-stealth-assassins_banner94.png
1754,1775,Tennis,GB,1989.0,Sports,Nintendo  ,Nintendo R&D1  ,,,0.75,0.3,0.9,0.04,1.99,https://www.vgchartz.com/games/boxart/full_3862661AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tennis_banner67.jpg
1755,1776,Harry Potter and the Chamber of Secrets,GBA,2002.0,Adventure,Electronic Arts  ,Eurocom Entertainment Software  ,7.2,,1.21,0.64,0.05,0.09,1.99,https://www.vgchartz.com/games/boxart/full_8236012AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/harry-potter-and-the-chamber-of-secrets_banner34.jpg
1756,1777,Just Cause 3,PS4,2015.0,Action-Adventure,Square Enix  ,Avalanche Studios  ,7.5,,0.53,1.07,0.09,0.3,1.98,https://www.vgchartz.com/games/boxart/full_1113491AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/468922784822ccc.jpg
1757,1778,Harry Potter and the Chamber of Secrets,PS,2002.0,Adventure,Electronic Arts  ,Argonaut Games  ,,,0.75,1.09,0.02,0.12,1.98,https://www.vgchartz.com/games/boxart/full_370383AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/harry-potter-and-the-chamber-of-secrets_banner3.jpg
1758,1779,Mario Sports Mix,Wii,2011.0,Sports,Nintendo  ,Square Enix  ,6.0,,0.88,0.45,0.63,0.12,2.08,https://www.vgchartz.com/games/boxart/full_mario-sports-mix_130AmericaFront.png,https://www.vgchartz.com/games/banners/mario-sports-mix_banner2.jpg
1759,1780,SimCity,SNES,1991.0,Simulation,Nintendo  ,Intelligent Systems  ,,,0.93,0.27,0.75,0.04,1.98,https://www.vgchartz.com/games/boxart/1602232ccc.jpg,https://www.vgchartz.com/games/banners/simcity_banner73.jpg
1760,1781,BioShock Infinite,X360,2013.0,Shooter,2K Games  ,Irrational Games  ,,,1.22,0.55,0.02,0.18,1.97,https://www.vgchartz.com/games/boxart/full_3023982AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/bioshock-infinite_banner58.jpg
1762,1783,Resident Evil 6,X360,2012.0,Action,Capcom  ,Capcom  ,,,1.12,0.61,0.07,0.16,1.97,https://www.vgchartz.com/games/boxart/full_resident-evil-6_792AmericaFront.jpg,https://www.vgchartz.com/games/banners/resident-evil-6_banner70.jpg
1765,1786,Dishonored 2,PS4,2016.0,Action,Bethesda Softworks  ,Arkane Studios  ,,,0.62,1.02,0.01,0.31,1.97,https://www.vgchartz.com/games/boxart/full_2293744AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/463525285661ccc.png
1766,1787,Hot Shots Golf: Open Tee,PSP,2005.0,Sports,Sony Computer Entertainment  ,Clap Hanz  ,8.4,,0.5,0.5,0.63,0.33,1.96,https://www.vgchartz.com/games/boxart/full_6294434AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/9472543992ccc.jpg
1768,1789,Rad Racer,NES,1987.0,Racing,Nintendo  ,SquareSoft  ,,,1.13,0.37,0.41,0.05,1.96,https://www.vgchartz.com/games/boxart/2260326ccc.jpg,https://www.vgchartz.com/games/banners/47004526403ccc.png
1769,1790,Soccer,NES,1987.0,Sports,Nintendo  ,"Iwasaki Electronics Co., Ltd.  ",,,0.18,0.23,1.53,0.02,1.96,https://www.vgchartz.com/games/boxart/8365316ccc.jpg,https://www.vgchartz.com/games/banners/71495216422ccc.png
1770,1791,Lego Marvel Super Heroes,PS3,2013.0,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.77,0.85,0.01,0.32,1.96,https://www.vgchartz.com/games/boxart/full_5761407AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/565578671343ccc.png
