Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,card_image,full_image
594,Super Mario 3D World,WiiU,2013,Platform,Nintendo  ,Nintendo EAD Tokyo  ,9.5,,2.31,1.54,0.79,0.37,5.01,https://www.vgchartz.com/games/boxart/full_5846657AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/863419073166ccc.png
595,Mario vs. Donkey Kong,Series,2004,Puzzle,Nintendo  ,Nintendo Software Technology Corporation  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_6373715AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4955392226210ccc.png
596,Final Fantasy IX,All,2000,Role-Playing,Square  ,Square  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3437028AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2963197227557ccc.png
597,Age of Empires II: HD Edition,PC,2013,Strategy,Microsoft Studios  ,Hidden Path Entertainment  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_7218098AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4617211220226ccc.png
598,New Super Mario Bros. U,WiiU,2012,Platform,Nintendo  ,Nintendo EAD  ,8.4,,2.3,1.63,1.32,0.38,5.62,https://www.vgchartz.com/games/boxart/full_2519436AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/299818870766ccc.png
599,DayZ,All,2018,Action-Adventure,Bohemia Interactive  ,Bohemia Interactive  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1594413AmericaFrontccc.jpeg,https://www.vgchartz.com/games/banners/1690104227956ccc.png
600,Link's Crossbow Training,Wii,2007,Shooter,Nintendo  ,Nintendo EAD  ,6.9,,3.05,1.17,0.29,0.46,4.98,https://www.vgchartz.com/games/boxart/full_links-crossbow-training_1AmericaFront.jpg,https://www.vgchartz.com/games/banners/links-crossbow-training_banner93.jpg
601,Red Dead Redemption 2,XOne,2018,Action-Adventure,Rockstar Games  ,Rockstar Games  ,,,3.76,1.47,,0.54,5.77,https://www.vgchartz.com/games/boxart/full_1425733AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/4768530140684ccc.png
602,Destiny,PS4,2014,Shooter,Activision  ,Bungie  ,,,2.53,2.13,0.16,0.94,5.76,https://www.vgchartz.com/games/boxart/full_6703728AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/553768771525ccc.jpg
603,Tekken 2,PS,1996,Fighting,Namco  ,Namco  ,9.1,,2.26,1.89,1.36,0.23,5.74,https://www.vgchartz.com/games/boxart/full_tekken-2_616AmericaFront.jpg,https://www.vgchartz.com/games/banners/tekken-2_banner73.jpg
604,Clubhouse Games,Series,2006,Party,Nintendo  ,"Agenda, C.A. Production, NDcube  ",,,,,,,,https://www.vgchartz.com/games/boxart/full_7335455AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1178303226649ccc.png
605,Crash Bandicoot 3: Warped,PS,1998,Platform,Sony Computer Entertainment  ,Naughty Dog  ,9.3,,3.68,1.75,1.42,0.28,7.13,https://www.vgchartz.com/games/boxart/8735469ccc.jpg,https://www.vgchartz.com/games/banners/crash-bandicoot-3-warped_banner76.jpg
606,Resident Evil 8: Village,All,2021,Action-Adventure,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8492617AmericaFrontccc.png,https://www.vgchartz.com/games/banners/3211311228822ccc.png
607,Trials,Series,2009,Platform,RedLynx  ,RedLynx  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4091452AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1356642226443ccc.png
608,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment  ,Bluepoint Games  ,,,2.55,2.11,0.1,0.94,5.7,https://www.vgchartz.com/games/boxart/full_421168AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/867633185628ccc.png
609,Super Mario World: Super Mario Advance 2,GBA,2002,Platform,Nintendo  ,Nintendo EAD  ,9.4,,3.21,1.11,0.95,0.2,5.46,https://www.vgchartz.com/games/boxart/5020276ccc.jpg,https://www.vgchartz.com/games/banners/super-mario-world-super-mario-advance-2_banner32.jpg
610,Dishonored,Series,2012,Action-Adventure,Bethesda Softworks  ,Arkane Studios  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8039612AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5532341228139ccc.png
611,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts  ,Traveller's Tales  ,8.0,,3.57,1.57,,0.52,5.66,https://www.vgchartz.com/games/boxart/full_2958031AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/lego-star-wars-the-complete-saga_banner84.jpg
612,Cooking Mama,DS,2006,Simulation,Majesco  ,Office Create  ,6.6,,3.09,1.92,0.07,0.58,5.66,https://www.vgchartz.com/games/boxart/full_4805635AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/cooking-mama_banner19.jpg
613,Tetris,NES,1989,Puzzle,Nintendo  ,Nintendo  ,,,2.97,0.69,1.81,0.11,5.58,https://www.vgchartz.com/games/boxart/full_4580639AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tetris_banner58.jpg
614,Super Mario Advance,GBA,2001,Platform,Nintendo  ,Nintendo EAD  ,8.2,,3.14,1.24,0.91,0.2,5.49,https://www.vgchartz.com/games/boxart/1255012ccc.png,https://www.vgchartz.com/games/banners/super-mario-advance_banner6.jpg
615,Assassin's Creed II,PS3,2009,Action,Ubisoft  ,Ubisoft Montreal  ,9.0,,2.54,1.95,0.21,0.86,5.57,https://www.vgchartz.com/games/boxart/full_5252150AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/assassins-creed-ii_banner36.jpg
616,Super Smash Bros.,N64,1999,Fighting,Nintendo  ,HAL Laboratory  ,8.4,,2.95,0.6,1.97,0.04,5.55,https://www.vgchartz.com/games/boxart/full_4987723AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-smash-bros_banner92.jpg
617,Assassin's Creed,X360,2007,Action,Ubisoft  ,Ubisoft Montreal  ,8.2,8.0,3.28,1.64,0.07,0.56,5.55,https://www.vgchartz.com/games/boxart/full_7562642AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/assassins-creed_banner5.jpg
618,Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive  ,Rocksteady Studios  ,9.6,,2.72,1.89,0.11,0.82,5.54,https://www.vgchartz.com/games/boxart/full_batman-arkham-city_591AmericaFront.jpg,https://www.vgchartz.com/games/banners/batman-arkham-city_banner47.jpg
619,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios  ,Turn 10 Studios  ,9.2,9.8,2.99,1.9,0.1,0.51,5.5,https://www.vgchartz.com/games/boxart/full_forza-motorsport-3_9AmericaFront.jpg,https://www.vgchartz.com/games/banners/forza-motorsport-3_banner3.png
620,Arma III,PC,2013,Shooter,Bohemia Interactive  ,Bohemia Interactive  ,,,,0.1,,0.01,0.11,https://www.vgchartz.com/games/boxart/full_1892493PALFrontccc.jpg,https://www.vgchartz.com/games/banners/684226071075ccc.png
621,Dragon Quest IX: Sentinels of the Starry Skies,DS,2010,Role-Playing,Nintendo  ,Level 5  ,8.6,,0.63,0.67,4.35,0.15,5.79,https://www.vgchartz.com/games/boxart/full_9921863AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/dragon-quest-ix-sentinels-of-the-starry-skies_banner63.jpg
622,Final Fantasy IX,PS,2000,Role-Playing,Square  ,SquareSoft  ,9.2,,1.62,0.77,2.78,0.14,5.3,https://www.vgchartz.com/games/boxart/5453509ccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-ix_banner2.png
623,Final Fantasy X-2,PS2,2003,Role-Playing,Square Enix  ,Square Enix  ,8.3,,1.92,1.08,2.11,0.17,5.29,https://www.vgchartz.com/games/boxart/1345488ccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-x-2_banner18.jpg
624,NBA 2K11,All,2010,Sports,2K Sports  ,Visual Concepts  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3302096AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2548005227588ccc.png
625,Need for Speed: ProStreet,All,2007,Racing,Electronic Arts  ,EA Black Box  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_3731913AmericaFrontccc.png,https://www.vgchartz.com/games/banners/2899790227566ccc.png
626,Saints Row: The Third,All,2011,Action-Adventure,THQ  ,Volition  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_812103AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/8129850227908ccc.png
627,Tomb Raider (2013),PC,2013,Action,Square Enix  ,Crystal Dynamics  ,8.8,,0.06,0.26,,0.02,0.34,https://www.vgchartz.com/games/boxart/full_5321723AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/661917770430ccc.jpg
628,The Legend of Zelda: Link's Awakening,NS,2019,Action-Adventure,Nintendo  ,Nintendo  ,,10.0,,,,,,https://www.vgchartz.com/games/boxart/full_5009585AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7181673223547ccc.png
629,Pokémon Stadium,N64,2000,Strategy,Nintendo  ,HAL Laboratory  ,7.5,,3.18,1.24,0.94,0.09,5.45,https://www.vgchartz.com/games/boxart/full_6051233AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/82711471767ccc.png
630,Chrono,Series,1995,Role-Playing,Square  ,Square  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_324298AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/986492226106ccc.png
631,Minecraft,XOne,2014,Misc,Microsoft Studios  ,Mojang  ,,,3.23,1.71,,0.49,5.43,https://www.vgchartz.com/games/boxart/full_6418584AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/653865673065ccc.jpg
632,Call of Duty: World at War,PS3,2008,Shooter,Activision  ,Treyarch  ,8.4,,2.75,1.84,,0.84,5.43,https://www.vgchartz.com/games/boxart/full_4070815AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/call-of-duty-world-at-war_banner60.png
633,Mario Party Superstars,NS,N/A,Party,Unknown  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9307768AmericaFrontccc.png,https://www.vgchartz.com/games/banners/6834580229232ccc.png
634,Super Mario Advance 4: Super Mario Bros. 3,GBA,2003,Platform,Nintendo  ,Nintendo EAD  ,9.2,,2.93,1.25,0.83,0.2,5.2,https://www.vgchartz.com/games/boxart/3074364ccc.jpg,https://www.vgchartz.com/games/banners/super-mario-advance-4-super-mario-bros-3_banner6.jpg
635,Crash Bandicoot: The Wrath of Cortex,PS2,2001,Platform,Universal Interactive  ,Traveller's Tales  ,6.9,,2.07,2.29,0.24,0.82,5.42,https://www.vgchartz.com/games/boxart/9261584ccc.jpg,https://www.vgchartz.com/games/banners/crash-bandicoot-the-wrath-of-cortex_banner14.jpg
636,Super Smash Bros. for Wii U,WiiU,2014,Fighting,Nintendo  ,Bandai Namco Games  ,9.2,,2.68,1.15,0.85,0.39,5.07,https://www.vgchartz.com/games/boxart/full_8573628AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/847593971411ccc.png
637,Final Fantasy XIII,PS3,2010,Role-Playing,Square Enix  ,Square Enix  ,8.0,9.2,1.75,1.23,1.87,0.51,5.35,https://www.vgchartz.com/games/boxart/full_282357AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-xiii_banner42.jpg
638,Gran Turismo 5 Prologue,PS3,2008,Racing,Sony Computer Entertainment  ,Polyphony Digital  ,8.3,,1.28,1.83,0.57,0.52,4.2,https://www.vgchartz.com/games/boxart/full_7582703AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/gran-turismo-5-prologue_banner94.jpg
639,Dr. Mario,GB,1990,Puzzle,Nintendo  ,Nintendo R&D1  ,,,2.18,0.96,2.0,0.2,5.34,https://www.vgchartz.com/games/boxart/2366566ccc.jpg,https://www.vgchartz.com/games/banners/dr-mario_banner30.jpg
640,Assassin's Creed III,X360,2012,Action-Adventure,Ubisoft  ,Ubisoft Montreal  ,,,3.13,1.71,0.03,0.45,5.31,https://www.vgchartz.com/games/boxart/full_7723506AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/153798470618ccc.jpg
641,Pokémon Pinball,GBC,1999,Misc,Nintendo  ,Jupiter Corporation  ,8.7,,3.02,1.12,1.01,0.16,5.31,https://www.vgchartz.com/games/boxart/8982539ccc.jpg,https://www.vgchartz.com/games/banners/62699284028ccc.png
642,Assassin's Creed II,X360,2009,Action,Ubisoft  ,Ubisoft Montreal  ,9.1,,3.14,1.55,0.08,0.52,5.3,https://www.vgchartz.com/games/boxart/full_8353337AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/assassins-creed-ii_banner95.jpg
643,Heavy Rain,All,2010,Adventure,Sony Computer Entertainment  ,Quantic Dream  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_5696973AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/5905378228409ccc.png
644,The Forest,PC,2014,Misc,Endnight Games Ltd   ,Unknown  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_7703243AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/635352082736ccc.png
645,The Forest,Series,2018,Action-Adventure,Endnight Games Ltd   ,Endnight Games Ltd  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8176182AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6765788226334ccc.png
646,Donkey Kong 64,N64,1999,Platform,Nintendo  ,Rare Ltd.  ,9.3,,3.33,0.79,1.09,0.06,5.27,https://www.vgchartz.com/games/boxart/8478887ccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong-64_banner58.jpg
647,Just Dance 2,Wii,2010,Misc,Ubisoft  ,Ubisoft Paris  ,7.3,,5.8,2.86,0.01,0.77,9.45,https://www.vgchartz.com/games/boxart/full_just-dance-2_8AmericaFront.jpg,https://www.vgchartz.com/games/banners/just-dance-2_banner12.jpg
648,Tomb Raider II,PS,1997,Adventure,Eidos Interactive  ,Core Design Ltd.  ,7.6,,2.3,2.46,0.2,0.28,5.24,https://www.vgchartz.com/games/boxart/3330776ccc.jpg,https://www.vgchartz.com/games/banners/75194292473ccc.png
649,Madden NFL 2004,PS2,2003,Sports,EA Sports  ,EA Tiburon  ,9.5,,4.26,0.26,0.01,0.71,5.23,https://www.vgchartz.com/games/boxart/1473680ccc.jpg,https://www.vgchartz.com/games/banners/madden-nfl-2004_banner65.png
650,Subnautica,Series,2018,Adventure,Unknown Worlds Entertainment  ,Unknown Worlds Entertainment  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_9208323AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1430013226270ccc.png
651,Subnautica,All,2018,Adventure,Unknown Worlds Entertainment  ,Unknown Worlds Entertainment  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_5854350AmericaFrontccc.png,https://www.vgchartz.com/games/banners/4382200228014ccc.png
652,Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision  ,Sledgehammer Games  ,8.3,,3.25,1.49,0.01,0.48,5.22,https://www.vgchartz.com/games/boxart/full_6401955AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/909263081798ccc.jpg
653,Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,8.3,,0.59,0.45,,0.13,1.17,https://www.vgchartz.com/games/boxart/full_5517909AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fallout-new-vegas_banner16.png
654,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment America  ,Polyphony Digital  ,,,0.77,1.87,0.41,0.49,3.54,https://www.vgchartz.com/games/boxart/full_959035AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/326679372181ccc.png
655,Kingdom Hearts II,PS2,2006,Role-Playing,Square Enix  ,Square Enix  ,8.3,,2.2,0.58,1.38,0.17,4.33,https://www.vgchartz.com/games/boxart/full_282541AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/kingdom-hearts-ii_banner52.jpg
656,Need for Speed: Undercover,All,2008,Racing,Electronic Arts  ,EA Black Box  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_153566AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1966769227568ccc.png
657,Nintendo Land,WiiU,2012,Party,Nintendo  ,Nintendo  ,7.5,,2.52,1.23,0.51,0.38,4.63,https://www.vgchartz.com/games/boxart/full_6951595AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/176667670772ccc.jpeg
658,Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo  ,Nintendo R&D1  ,7.9,,2.49,0.98,1.57,0.15,5.19,https://www.vgchartz.com/games/boxart/7315975ccc.jpg,https://www.vgchartz.com/games/banners/super-mario-land-3-wario-land_banner20.png
659,Atelier,Series,2005,Role-Playing,NIS America  ,Gust  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_654386AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2415591227937ccc.png
660,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo  ,Rare Ltd.  ,9.3,,2.1,0.74,2.2,0.11,5.15,https://www.vgchartz.com/games/boxart/3074502ccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong-country-2-diddys-kong-quest_banner100.jpg
661,Ridge Racer,Series,1993,Racing,Namco  ,Namco  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_8771966AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7266069228369ccc.png
662,Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts  ,EA Los Angeles  ,5.9,,1.98,2.23,0.13,0.8,5.13,https://www.vgchartz.com/games/boxart/255122ccc.jpg,https://www.vgchartz.com/games/banners/medal-of-honor-rising-sun_banner100.jpg
663,Battlefield 1,XOne,2016,Shooter,Electronic Arts  ,EA DICE  ,9.3,,3.37,1.26,0.02,0.48,5.13,https://www.vgchartz.com/games/boxart/full_601699AmericaFrontccc.png,https://www.vgchartz.com/games/banners/4311719110844ccc.jpg
664,Kirby's Dream Land,GB,1992,Platform,Nintendo  ,HAL Laboratory  ,,,2.71,0.61,1.7,0.11,5.13,https://www.vgchartz.com/games/boxart/2147013ccc.jpg,https://www.vgchartz.com/games/banners/kirbys-dream-land_banner16.jpg
665,Microsoft Flight Simulator,PC,1996,Simulation,Microsoft  ,Microsoft  ,7.0,,3.22,1.69,,0.2,5.12,https://www.vgchartz.com/games/boxart/2419814ccc.jpg,https://www.vgchartz.com/games/banners/12876776345ccc.png
666,Guitar Hero II,PS2,2006,Misc,RedOctane  ,Harmonix Music Systems  ,9.2,,3.81,0.63,,0.68,5.12,https://www.vgchartz.com/games/boxart/full_2486879AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/guitar-hero-ii-american-weekly-sales_banner58.png
667,FIFA 13,X360,2012,Sports,EA Sports  ,EA Canada  ,,,1.1,3.49,0.03,0.5,5.11,https://www.vgchartz.com/games/boxart/full_6831972AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/787783670737ccc.jpg
668,Resident Evil 5,PS3,2009,Action,Capcom  ,Capcom  ,8.6,8.8,1.96,1.42,1.08,0.64,5.1,https://www.vgchartz.com/games/boxart/full_989928AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-5_banner99.jpg
669,Fable III,X360,2010,Role-Playing,Microsoft Game Studios  ,Lionhead Studios  ,7.8,,3.59,1.09,0.05,0.37,5.1,https://www.vgchartz.com/games/boxart/full_fable-iii_9AmericaFront.jpg,https://www.vgchartz.com/games/banners/fable-iii_banner3.png
670,Guitar Hero World Tour,All,2008,Music,Activision  ,Neversoft  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_1809696AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/1722332227704ccc.png
671,Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega  ,Sega  ,7.0,,1.63,2.46,0.44,0.57,5.1,https://www.vgchartz.com/games/boxart/full_557605AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mario-ampamp-sonic-at-the-olympic-games_banner100.jpg
672,Monument Valley,All,2014,Puzzle,Ustwo Games  ,Ustwo Games  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_206432AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2451725228171ccc.png
673,Resident Evil,All,1996,Action-Adventure,Capcom  ,Capcom  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_4158732AmericaFrontccc.png,https://www.vgchartz.com/games/banners/8530276227457ccc.png
674,Grand Theft Auto: Vice City Stories,PSP,2006,Action,Rockstar Games  ,Rockstar Leeds  ,8.4,,1.7,2.03,0.16,1.19,5.08,https://www.vgchartz.com/games/boxart/full_1162504AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/grand-theft-auto-vice-city-stories_banner33.jpg
675,FIFA Soccer 11,PS3,2010,Sports,EA Sports  ,EA Canada  ,8.7,,0.61,3.28,0.06,1.12,5.08,https://www.vgchartz.com/games/boxart/full_fifa-soccer-11_6AmericaFront.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-11_banner66.jpg
676,Super Mario Bros. Deluxe,GB,1999,Platform,Nintendo  ,Nintendo EAD  ,9.7,,3.4,1.3,0.15,0.22,5.07,https://www.vgchartz.com/games/boxart/1232596ccc.jpg,https://www.vgchartz.com/games/banners/super-mario-bros-deluxe_banner16.jpg
677,Final Fantasy XV,PS4,2016,Role-Playing,Square Enix  ,Square Enix  ,8.1,9.0,1.81,1.53,1.05,0.68,5.07,https://www.vgchartz.com/games/boxart/full_7787020AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/697695873124ccc.jpg
678,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks  ,Bethesda Game Studios  ,8.4,,2.94,1.62,0.02,0.45,5.03,https://www.vgchartz.com/games/boxart/full_4876777AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/629201885598ccc.jpg
679,Rhythm Heaven,Series,2009,Music,Nintendo  ,Nintendo  ,,,,,,,,https://www.vgchartz.com/games/boxart/full_7839498AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/871877227082ccc.png
680,Tony Hawk's Pro Skater,PS,1999,Sports,Activision  ,Neversoft Entertainment  ,9.6,,3.42,1.38,0.02,0.2,5.02,https://www.vgchartz.com/games/boxart/full_7000850AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tony-hawks-pro-skater_banner16.jpg
681,Warzone 2100,PS,1999,Strategy,Eidos Interactive  ,Pumpkin Studios  ,,,2.79,1.89,,0.33,5.01,https://www.vgchartz.com/games/boxart/full_6348663AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/336284016145ccc.png
